"","gene_name","gene_type","total","known","ISM.pre","ISM.suffix","NIC","NNC"
"11876","KCNJ16","protein_coding",2,2,0,0,0,0
"11877","KCNJ2","protein_coding",2,2,0,0,0,0
"11878","KCNJ2-AS1","lncRNA",1,1,0,0,0,0
"11879","KCNJ3","protein_coding",2,2,0,0,0,0
"11880","KCNJ4","protein_coding",1,1,0,0,0,0
"11881","KCNJ5","protein_coding",2,2,0,0,0,0
"11882","KCNJ6","protein_coding",2,1,1,0,0,0
"11883","KCNJ8","protein_coding",3,3,0,0,0,0
"11884","KCNJ9","protein_coding",4,1,0,1,0,2
"11885","KCNK1","protein_coding",1,1,0,0,0,0
"11886","KCNK10","protein_coding",20,2,4,5,3,5
"11887","KCNK12","protein_coding",1,1,0,0,0,0
"11888","KCNK15","protein_coding",1,1,0,0,0,0
"11889","KCNK15-AS1","lncRNA",3,2,1,1,0,0
"11890","KCNK2","protein_coding",19,3,0,7,6,3
"11891","KCNK3","protein_coding",1,1,0,0,0,0
"11892","KCNK4","protein_coding",4,4,0,0,0,0
"11893","KCNK5","protein_coding",1,1,0,0,0,0
"11894","KCNK6","protein_coding",1,1,0,0,0,0
"11895","KCNK9","protein_coding",7,4,0,3,0,0
"11896","KCNMA1","protein_coding",5,3,2,1,0,0
"11897","KCNMB1","protein_coding",1,1,0,0,0,0
"11898","KCNMB2","protein_coding",2,1,0,1,0,0
"11899","KCNMB3","protein_coding",3,3,0,0,0,0
"11900","KCNMB4","protein_coding",3,1,1,1,0,1
"11901","KCNN1","protein_coding",8,0,0,2,6,0
"11902","KCNN2","protein_coding",4,3,0,1,0,0
"11903","KCNN3","protein_coding",5,4,1,0,0,0
"11904","KCNN4","protein_coding",1,1,0,0,0,0
"11905","KCNQ1OT1","lncRNA",1,1,0,0,0,0
"11906","KCNQ2","protein_coding",12,4,1,4,2,0
"11907","KCNQ3","protein_coding",13,0,2,13,0,0
"11908","KCNQ4","protein_coding",1,1,0,0,0,0
"11909","KCNQ5","protein_coding",12,1,2,7,0,1
"11910","KCNRG","protein_coding",1,1,0,0,0,0
"11911","KCNS1","protein_coding",2,1,0,1,0,0
"11912","KCNS2","protein_coding",1,1,0,0,0,0
"11913","KCNS3","protein_coding",2,2,0,0,0,0
"11914","KCNT1","protein_coding",3,3,0,0,0,0
"11915","KCNT2","protein_coding",9,2,2,4,0,0
"11916","KCNV1","protein_coding",4,2,1,1,0,0
"11917","KCTD1","protein_coding",5,4,0,0,0,1
"11918","KCTD10","protein_coding",23,8,1,3,11,0
"11919","KCTD10P1","processed_pseudogene",1,1,0,0,0,0
"11920","KCTD11","protein_coding",2,2,0,0,0,0
"11921","KCTD12","protein_coding",1,1,0,0,0,0
"11922","KCTD13","protein_coding",13,7,0,0,4,2
"11923","KCTD14","protein_coding",1,1,0,0,0,0
"11924","KCTD15","protein_coding",19,6,2,4,6,1
"11925","KCTD16","protein_coding",1,0,1,0,0,0
"11926","KCTD17","protein_coding",11,6,2,1,2,0
"11927","KCTD18","protein_coding",9,3,1,4,1,0
"11928","KCTD2","protein_coding",7,3,0,3,1,0
"11929","KCTD20","protein_coding",13,5,0,4,4,0
"11930","KCTD21","protein_coding",5,4,0,0,1,0
"11931","KCTD21-AS1","lncRNA",5,5,0,0,0,0
"11932","KCTD3","protein_coding",19,3,1,14,0,1
"11933","KCTD4","protein_coding",1,1,0,0,0,0
"11934","KCTD5","protein_coding",7,2,0,4,1,0
"11935","KCTD6","protein_coding",5,4,0,1,0,0
"11936","KCTD7","protein_coding",13,9,0,2,1,1
"11937","KCTD8","protein_coding",1,1,0,0,0,0
"11938","KCTD9","protein_coding",5,1,0,2,2,0
"11939","KDELC1P1","processed_pseudogene",1,1,0,0,0,0
"11940","KDELR1","protein_coding",3,2,0,1,0,0
"11941","KDELR2","protein_coding",13,4,0,2,3,4
"11942","KDELR3","protein_coding",1,1,0,0,0,0
"11943","KDM1A","protein_coding",43,3,3,38,1,1
"11944","KDM1B","protein_coding",36,2,3,17,10,4
"11945","KDM2A","protein_coding",10,5,0,5,0,0
"11946","KDM2B","protein_coding",73,4,15,24,30,7
"11947","KDM2B-DT","lncRNA",1,1,0,0,0,0
"11948","KDM3A","protein_coding",34,3,5,22,4,1
"11949","KDM3B","protein_coding",26,4,1,21,0,0
"11950","KDM4A","protein_coding",38,1,3,20,8,6
"11951","KDM4A-AS1","lncRNA",2,2,0,0,0,0
"11952","KDM4B","protein_coding",31,5,1,22,3,0
"11953","KDM4C","protein_coding",12,6,0,4,2,0
"11954","KDM4D","protein_coding",3,3,0,0,0,0
"11955","KDM5A","protein_coding",49,5,20,27,4,3
"11956","KDM5B","protein_coding",94,21,46,57,3,1
"11957","KDM5C","protein_coding",68,4,12,18,32,7
"11958","KDM5D","protein_coding",9,4,1,1,3,0
"11959","KDM6A","protein_coding",27,7,6,10,4,0
"11960","KDM6B","protein_coding",20,2,3,14,0,3
"11961","KDM7A","protein_coding",6,2,3,0,1,0
"11962","KDM7A-DT","lncRNA",1,1,0,0,0,0
"11963","KDM8","protein_coding",5,2,1,0,2,0
"11964","KDR","protein_coding",17,2,1,14,0,0
"11965","KDSR","protein_coding",9,6,0,2,1,0
"11966","KEAP1","protein_coding",21,5,1,2,11,2
"11967","KEL","protein_coding",1,1,0,0,0,0
"11968","KERA","protein_coding",1,1,0,0,0,0
"11969","KHDC1","protein_coding",5,3,1,0,1,0
"11970","KHDC1L","protein_coding",1,1,0,0,0,0
"11971","KHDC3L","protein_coding",1,1,0,0,0,0
"11972","KHDC4","protein_coding",38,5,9,10,10,4
"11973","KHDRBS1","protein_coding",13,4,1,9,0,0
"11974","KHDRBS2","protein_coding",34,1,17,6,8,4
"11975","KHDRBS3","protein_coding",7,3,0,2,1,1
"11976","KHK","protein_coding",7,2,0,0,3,2
"11977","KHNYN","protein_coding",6,3,0,3,0,0
"11978","KHSRP","protein_coding",3,3,0,0,0,0
"11979","KIAA0040","protein_coding",4,3,0,0,1,0
"11980","KIAA0100","protein_coding",2,1,0,0,0,0
"11981","KIAA0232","protein_coding",16,3,2,6,4,1
"11982","KIAA0319","protein_coding",39,3,11,14,12,1
"11983","KIAA0319L","protein_coding",12,4,6,0,2,0
"11984","KIAA0355","protein_coding",5,2,1,2,0,0
"11985","KIAA0408","protein_coding",5,4,1,0,0,0
"11986","KIAA0513","protein_coding",11,4,2,0,1,4
"11987","KIAA0556","protein_coding",15,4,1,8,2,0
"11988","KIAA0586","protein_coding",29,6,11,8,5,0
"11989","KIAA0753","protein_coding",29,4,4,18,5,0
"11990","KIAA0825","protein_coding",9,1,5,0,3,0
"11991","KIAA0895","protein_coding",21,8,1,6,6,0
"11992","KIAA0895L","protein_coding",81,6,2,13,51,9
"11993","KIAA0895LP1","transcribed_processed_pseudogene",1,1,0,0,0,0
"11994","KIAA0930","protein_coding",10,5,0,5,0,0
"11995","KIAA1109","protein_coding",58,4,15,44,0,0
"11996","KIAA1143","protein_coding",12,1,0,3,2,5
"11997","KIAA1191","protein_coding",35,7,0,7,19,2
"11998","KIAA1217","protein_coding",10,2,3,4,1,0
"11999","KIAA1257","protein_coding",1,1,0,0,0,0
"12000","KIAA1324","protein_coding",26,5,5,8,6,2
"12001","KIAA1324L","protein_coding",10,2,0,6,1,1
"12002","KIAA1328","protein_coding",13,4,5,1,3,1
"12003","KIAA1522","protein_coding",9,4,1,2,0,2
"12004","KIAA1549","protein_coding",31,2,3,28,0,0
"12005","KIAA1549L","protein_coding",21,0,0,19,1,0
"12006","KIAA1586","protein_coding",19,3,3,8,4,2
"12007","KIAA1614","protein_coding",4,2,0,2,0,0
"12008","KIAA1671","protein_coding",3,3,0,0,0,0
"12009","KIAA1755","protein_coding",4,3,1,0,0,0
"12010","KIAA1841","protein_coding",24,3,9,8,4,0
"12011","KIAA1958","protein_coding",7,3,1,1,0,0
"12012","KIAA2013","protein_coding",8,2,0,1,0,5
"12013","KIAA2026","protein_coding",9,3,3,4,0,0
"12014","KIDINS220","protein_coding",72,6,20,42,6,1
"12015","KIF11","protein_coding",21,1,1,17,1,1
"12016","KIF12","protein_coding",1,1,0,0,0,0
"12017","KIF13A","protein_coding",7,2,1,4,0,0
"12018","KIF13B","protein_coding",5,1,3,1,0,0
"12019","KIF14","protein_coding",10,2,8,1,0,0
"12020","KIF15","protein_coding",23,2,13,3,3,2
"12021","KIF16B","protein_coding",19,5,8,4,4,0
"12022","KIF17","protein_coding",4,4,0,0,0,0
"12023","KIF18A","protein_coding",13,2,4,3,2,2
"12024","KIF18B","protein_coding",7,3,0,1,2,1
"12025","KIF19","protein_coding",5,3,0,0,2,0
"12026","KIF1A","protein_coding",56,15,3,35,1,3
"12027","KIF1B","protein_coding",112,4,39,46,29,4
"12028","KIF1C","protein_coding",5,1,0,4,0,0
"12029","KIF20A","protein_coding",15,1,1,5,6,2
"12030","KIF20B","protein_coding",14,1,9,4,0,0
"12031","KIF21A","protein_coding",103,7,32,63,9,3
"12032","KIF21B","protein_coding",77,3,6,70,0,1
"12033","KIF22","protein_coding",23,2,2,5,11,3
"12034","KIF23","protein_coding",18,5,2,4,7,0
"12035","KIF24","protein_coding",3,0,1,1,1,0
"12036","KIF26A","protein_coding",13,2,0,9,1,1
"12037","KIF26B","protein_coding",5,0,2,3,0,0
"12038","KIF27","protein_coding",13,2,7,1,3,1
"12039","KIF2A","protein_coding",55,4,12,26,11,2
"12040","KIF2C","protein_coding",8,1,0,1,5,1
"12041","KIF3A","protein_coding",46,3,16,11,13,3
"12042","KIF3B","protein_coding",15,1,5,8,1,1
"12043","KIF3C","protein_coding",31,5,1,11,4,10
"12044","KIF4A","protein_coding",23,1,6,14,2,0
"12045","KIF4B","protein_coding",1,1,0,0,0,0
"12046","KIF5A","protein_coding",41,2,5,26,4,5
"12047","KIF5B","protein_coding",41,1,14,21,5,2
"12048","KIF5C","protein_coding",38,2,10,32,0,0
"12049","KIF6","protein_coding",1,1,0,0,0,0
"12050","KIF7","protein_coding",5,1,1,2,0,1
"12051","KIF9","protein_coding",5,5,0,0,0,0
"12052","KIF9-AS1","lncRNA",7,0,1,1,2,2
"12053","KIFAP3","protein_coding",58,4,9,27,7,11
"12054","KIFBP","protein_coding",19,10,1,6,2,0
"12055","KIFC1","protein_coding",20,2,3,4,6,6
"12056","KIFC2","protein_coding",76,4,21,36,19,4
"12057","KIFC3","protein_coding",19,4,1,11,4,0
"12058","KIN","protein_coding",5,1,3,0,1,0
"12059","KIRREL1","protein_coding",3,2,0,0,1,0
"12060","KIRREL2","protein_coding",4,2,1,0,1,0
"12061","KIRREL3","protein_coding",8,0,0,7,0,1
"12062","KIT","protein_coding",29,3,0,19,5,2
"12063","KITLG","protein_coding",5,3,0,2,0,0
"12064","KIZ","protein_coding",10,0,3,1,6,0
"12065","KL","protein_coding",2,2,0,0,0,0
"12066","KLC1","protein_coding",97,20,25,27,26,5
"12067","KLC2","protein_coding",27,5,3,6,8,6
"12068","KLC4","protein_coding",22,8,0,6,4,4
"12069","KLF10","protein_coding",8,2,2,2,2,0
"12070","KLF11","protein_coding",6,3,0,2,0,1
"12071","KLF12","protein_coding",10,1,8,1,0,0
"12072","KLF13","protein_coding",1,1,0,0,0,0
"12073","KLF15","protein_coding",1,1,0,0,0,0
"12074","KLF16","protein_coding",2,2,0,0,0,0
"12075","KLF17P1","processed_pseudogene",1,1,0,0,0,0
"12076","KLF3","protein_coding",11,3,1,4,2,1
"12077","KLF3-AS1","lncRNA",5,5,0,0,0,0
"12078","KLF3P1","processed_pseudogene",1,1,0,0,0,0
"12079","KLF4","protein_coding",2,2,0,0,0,0
"12080","KLF5","protein_coding",1,1,0,0,0,0
"12081","KLF6","protein_coding",5,5,0,0,0,0
"12082","KLF7","protein_coding",8,5,0,0,1,1
"12083","KLF8","protein_coding",6,2,1,3,0,1
"12084","KLF8P1","processed_pseudogene",1,1,0,0,0,0
"12085","KLF9","protein_coding",1,1,0,0,0,0
"12086","KLHDC1","protein_coding",1,1,0,0,0,0
"12087","KLHDC10","protein_coding",2,0,0,2,0,0
"12088","KLHDC2","protein_coding",24,4,6,1,8,5
"12089","KLHDC3","protein_coding",15,3,3,3,3,3
"12090","KLHDC4","protein_coding",9,4,2,1,1,0
"12091","KLHDC7B","protein_coding",1,1,0,0,0,0
"12092","KLHDC8A","protein_coding",16,3,0,7,4,2
"12093","KLHDC8B","protein_coding",15,3,4,1,6,1
"12094","KLHDC9","protein_coding",5,5,0,0,0,0
"12095","KLHL1","protein_coding",22,2,6,9,3,2
"12096","KLHL11","protein_coding",7,1,0,1,1,2
"12097","KLHL12","protein_coding",21,1,2,10,6,2
"12098","KLHL13","protein_coding",13,6,1,4,1,1
"12099","KLHL14","protein_coding",14,1,2,7,0,5
"12100","KLHL15","protein_coding",3,0,0,2,0,1
"12101","KLHL17","protein_coding",3,0,0,1,2,0
"12102","KLHL18","protein_coding",24,4,3,9,5,3
"12103","KLHL2","protein_coding",19,3,0,13,3,0
"12104","KLHL20","protein_coding",8,3,2,2,1,0
"12105","KLHL21","protein_coding",6,3,0,1,1,1
"12106","KLHL22","protein_coding",16,4,0,5,5,2
"12107","KLHL23","protein_coding",9,3,2,1,1,1
"12108","KLHL24","protein_coding",38,8,9,6,12,2
"12109","KLHL25","protein_coding",9,3,1,2,2,1
"12110","KLHL26","protein_coding",6,3,0,1,0,2
"12111","KLHL28","protein_coding",10,4,4,1,1,0
"12112","KLHL29","protein_coding",15,3,0,10,2,0
"12113","KLHL3","protein_coding",3,3,0,0,0,0
"12114","KLHL30-AS1","TEC",1,1,0,0,0,0
"12115","KLHL32","protein_coding",19,4,2,4,7,2
"12116","KLHL34","protein_coding",1,1,0,0,0,0
"12117","KLHL35","protein_coding",13,3,1,5,3,1
"12118","KLHL36","protein_coding",5,2,2,1,0,0
"12119","KLHL4","protein_coding",12,3,0,7,2,0
"12120","KLHL40","protein_coding",1,1,0,0,0,0
"12121","KLHL41","protein_coding",1,1,0,0,0,0
"12122","KLHL42","protein_coding",4,4,0,0,0,0
"12123","KLHL5","protein_coding",16,5,1,9,1,0
"12124","KLHL6","protein_coding",1,1,0,0,0,0
"12125","KLHL7","protein_coding",45,10,9,9,14,3
"12126","KLHL7-DT","lncRNA",2,2,0,0,0,0
"12127","KLHL8","protein_coding",11,4,1,3,2,1
"12128","KLHL9","protein_coding",6,1,0,0,0,4
"12129","KLLN","protein_coding",1,1,0,0,0,0
"12130","KLRA1P","transcribed_unprocessed_pseudogene",9,2,1,2,3,0
"12131","KLRC2","protein_coding",1,1,0,0,0,0
"12132","KLRC3","protein_coding",1,1,0,0,0,0
"12133","KLRC4","protein_coding",1,1,0,0,0,0
"12134","KLRC4-KLRK1","protein_coding",1,1,0,0,0,0
"12135","KLRG1","protein_coding",3,3,0,0,0,0
"12136","KM-PA-2","protein_coding",1,1,0,0,0,0
"12137","KMO","protein_coding",1,1,0,0,0,0
"12138","KMT2A","protein_coding",41,9,6,27,0,0
"12139","KMT2B","protein_coding",19,3,0,16,0,0
"12140","KMT2C","protein_coding",103,2,46,55,14,4
"12141","KMT2D","protein_coding",6,2,1,4,0,0
"12142","KMT2E","protein_coding",61,6,17,33,7,0
"12143","KMT5A","protein_coding",4,1,0,3,0,0
"12144","KMT5B","protein_coding",25,8,6,10,3,2
"12145","KMT5C","protein_coding",15,7,0,1,5,2
"12146","KNCN","protein_coding",1,1,0,0,0,0
"12147","KNDC1","protein_coding",11,2,0,9,0,0
"12148","KNL1","protein_coding",6,3,1,0,2,0
"12149","KNOP1","protein_coding",13,4,5,2,0,2
"12150","KNOP1P4","processed_pseudogene",1,1,0,0,0,0
"12151","KNSTRN","protein_coding",10,8,0,2,0,0
"12152","KNTC1","protein_coding",14,0,0,13,1,0
"12153","KPNA1","protein_coding",29,5,5,12,5,2
"12154","KPNA2","protein_coding",15,2,4,7,2,0
"12155","KPNA3","protein_coding",22,1,3,14,3,2
"12156","KPNA4","protein_coding",5,2,1,2,0,0
"12157","KPNA5","protein_coding",3,2,1,0,0,0
"12158","KPNA6","protein_coding",4,1,0,1,0,2
"12159","KPNB1","protein_coding",26,3,3,19,2,0
"12160","KPTN","protein_coding",6,2,0,0,3,1
"12161","KRAS","protein_coding",7,3,0,2,2,0
"12162","KRBA1","protein_coding",9,1,0,1,7,0
"12163","KRBA2","protein_coding",12,5,3,0,3,1
"12164","KRBOX1","protein_coding",3,3,0,0,0,0
"12165","KRBOX4","protein_coding",14,6,1,1,7,0
"12166","KRCC1","protein_coding",2,1,0,0,0,1
"12167","KREMEN1","protein_coding",3,1,1,1,0,0
"12168","KREMEN2","protein_coding",2,2,0,0,0,0
"12169","KRI1","protein_coding",6,4,1,0,1,0
"12170","KRIT1","protein_coding",38,9,6,16,11,0
"12171","KRR1","protein_coding",8,3,2,1,1,1
"12172","KRT1","protein_coding",1,0,0,1,0,0
"12173","KRT10","protein_coding",2,1,0,1,0,0
"12174","KRT17P8","processed_pseudogene",1,1,0,0,0,0
"12175","KRT18","protein_coding",2,2,0,0,0,0
"12176","KRT18P11","processed_pseudogene",1,1,0,0,0,0
"12177","KRT18P12","processed_pseudogene",1,1,0,0,0,0
"12178","KRT18P15","processed_pseudogene",1,1,0,0,0,0
"12179","KRT18P24","processed_pseudogene",1,1,0,0,0,0
"12180","KRT18P26","processed_pseudogene",1,1,0,0,0,0
"12181","KRT18P31","processed_pseudogene",1,1,0,0,0,0
"12182","KRT18P35","processed_pseudogene",1,1,0,0,0,0
"12183","KRT18P37","processed_pseudogene",1,1,0,0,0,0
"12184","KRT18P46","processed_pseudogene",1,1,0,0,0,0
"12185","KRT18P57","processed_pseudogene",1,1,0,0,0,0
"12186","KRT18P59","transcribed_processed_pseudogene",2,2,0,0,0,0
"12187","KRT18P61","processed_pseudogene",1,1,0,0,0,0
"12188","KRT18P68","processed_pseudogene",1,1,0,0,0,0
"12189","KRT19","protein_coding",1,1,0,0,0,0
"12190","KRT222","protein_coding",2,2,0,0,0,0
"12191","KRT31","protein_coding",5,1,1,3,0,0
"12192","KRT33B","protein_coding",1,1,0,0,0,0
"12193","KRT34","protein_coding",5,1,1,2,1,0
"12194","KRT8P12","transcribed_processed_pseudogene",1,1,0,0,0,0
"12195","KRT8P13","processed_pseudogene",1,1,0,0,0,0
"12196","KRT8P15","processed_pseudogene",1,1,0,0,0,0
"12197","KRT8P18","processed_pseudogene",1,1,0,0,0,0
"12198","KRT8P26","processed_pseudogene",1,1,0,0,0,0
"12199","KRT8P3","processed_pseudogene",1,1,0,0,0,0
"12200","KRT8P30","processed_pseudogene",1,1,0,0,0,0
"12201","KRT8P33","processed_pseudogene",1,1,0,0,0,0
"12202","KRT8P36","processed_pseudogene",1,1,0,0,0,0
"12203","KRT8P39","processed_pseudogene",1,1,0,0,0,0
"12204","KRT8P45","processed_pseudogene",1,1,0,0,0,0
"12205","KRT8P46","processed_pseudogene",1,1,0,0,0,0
"12206","KRT8P48","processed_pseudogene",1,1,0,0,0,0
"12207","KRT8P5","processed_pseudogene",1,1,0,0,0,0
"12208","KRT8P50","processed_pseudogene",1,1,0,0,0,0
"12209","KRT8P6","processed_pseudogene",1,1,0,0,0,0
"12210","KRT8P9","processed_pseudogene",1,1,0,0,0,0
"12211","KRTAP16-1","protein_coding",1,1,0,0,0,0
"12212","KRTAP5-10","protein_coding",1,1,0,0,0,0
"12213","KRTAP5-6","protein_coding",1,1,0,0,0,0
"12214","KRTAP5-7","protein_coding",1,1,0,0,0,0
"12215","KRTAP5-9","protein_coding",1,1,0,0,0,0
"12216","KRTAP5-AS1","lncRNA",3,3,0,0,0,0
"12217","KRTCAP2","protein_coding",4,4,0,0,0,0
"12218","KSR1","protein_coding",9,2,0,6,1,0
"12219","KTI12","protein_coding",1,1,0,0,0,0
"12220","KTN1","protein_coding",126,7,50,58,15,0
"12221","KTN1-AS1","lncRNA",3,3,0,0,0,0
"12222","KXD1","protein_coding",14,11,0,0,1,2
"12223","KY","protein_coding",3,3,0,0,0,0
"12224","KYAT1","protein_coding",4,4,0,0,0,0
"12225","KYAT3","protein_coding",7,2,1,2,2,0
"12226","L1CAM","protein_coding",52,5,0,25,15,7
"12227","L2HGDH","protein_coding",2,2,0,0,0,0
"12228","L3HYPDH","protein_coding",18,5,6,2,7,0
"12229","L3MBTL1","protein_coding",13,8,0,2,3,0
"12230","L3MBTL2","protein_coding",25,3,4,7,9,2
"12231","L3MBTL2-AS1","lncRNA",1,1,0,0,0,0
"12232","L3MBTL3","protein_coding",32,3,0,21,5,3
"12233","L3MBTL4","protein_coding",11,2,1,1,6,1
"12234","LACC1","protein_coding",8,2,0,2,1,3
"12235","LACTB","protein_coding",4,2,1,1,1,0
"12236","LACTB2","protein_coding",2,1,1,0,0,0
"12237","LAG3","protein_coding",1,1,0,0,0,0
"12238","LAGE3","protein_coding",2,1,1,0,0,0
"12239","LAGE3P1","processed_pseudogene",1,1,0,0,0,0
"12240","LAMA1","protein_coding",17,4,1,12,0,0
"12241","LAMA2","protein_coding",2,0,0,2,0,0
"12242","LAMA3","protein_coding",2,1,0,1,0,0
"12243","LAMA4","protein_coding",19,6,2,11,0,0
"12244","LAMA5","protein_coding",11,1,0,10,0,0
"12245","LAMB1","protein_coding",37,5,11,30,0,0
"12246","LAMB2","protein_coding",15,3,1,9,1,1
"12247","LAMB3","protein_coding",2,0,0,2,0,0
"12248","LAMC1","protein_coding",19,2,1,16,0,0
"12249","LAMC2","protein_coding",2,1,0,1,0,0
"12250","LAMC3","protein_coding",1,1,0,0,0,0
"12251","LAMP1","protein_coding",13,1,3,4,4,1
"12252","LAMP2","protein_coding",16,3,2,11,1,0
"12253","LAMP5","protein_coding",6,2,0,3,1,0
"12254","LAMP5-AS1","lncRNA",1,1,0,0,0,0
"12255","LAMTOR1","protein_coding",5,4,0,1,0,0
"12256","LAMTOR2","protein_coding",5,5,0,0,0,0
"12257","LAMTOR3","protein_coding",6,2,0,4,0,0
"12258","LAMTOR3P1","processed_pseudogene",1,1,0,0,0,0
"12259","LAMTOR3P2","processed_pseudogene",1,1,0,0,0,0
"12260","LAMTOR4","protein_coding",9,9,0,0,0,0
"12261","LAMTOR5","protein_coding",5,5,0,0,0,0
"12262","LAMTOR5-AS1","lncRNA",9,5,1,0,1,2
"12263","LANCL1","protein_coding",17,4,3,7,3,0
"12264","LANCL2","protein_coding",15,3,0,6,5,1
"12265","LANCL3","protein_coding",1,1,0,0,0,0
"12266","LAP3","protein_coding",10,3,0,4,3,0
"12267","LAPTM4A","protein_coding",13,2,1,3,6,1
"12268","LAPTM4B","protein_coding",5,1,0,3,0,1
"12269","LAPTM5","protein_coding",1,1,0,0,0,0
"12270","LARGE1","protein_coding",18,2,0,13,2,1
"12271","LARP1","protein_coding",7,1,0,5,0,1
"12272","LARP1B","protein_coding",10,6,1,2,1,0
"12273","LARP4","protein_coding",18,7,4,0,7,0
"12274","LARP4B","protein_coding",10,3,2,7,0,0
"12275","LARP4P","transcribed_processed_pseudogene",1,1,0,0,0,0
"12276","LARP6","protein_coding",3,2,0,1,0,0
"12277","LARP7","protein_coding",39,7,13,4,15,0
"12278","LARS1","protein_coding",63,4,18,26,16,5
"12279","LARS2","protein_coding",20,5,1,11,3,0
"12280","LAS1L","protein_coding",59,3,14,7,34,3
"12281","LASP1","protein_coding",24,5,1,9,4,6
"12282","LAT","protein_coding",2,2,0,0,0,0
"12283","LAT2","protein_coding",4,4,0,0,0,0
"12284","LATS1","protein_coding",13,5,2,4,1,1
"12285","LATS2","protein_coding",4,1,0,3,0,0
"12286","LAYN","protein_coding",4,4,0,0,0,0
"12287","LBH","protein_coding",9,9,0,0,0,0
"12288","LBHD1","protein_coding",3,2,0,1,0,0
"12289","LBR","protein_coding",37,3,6,11,13,4
"12290","LBX2-AS1","lncRNA",1,1,0,0,0,0
"12291","LCA5","protein_coding",14,2,5,5,2,0
"12292","LCA5L","protein_coding",2,2,0,0,0,0
"12293","LCAT","protein_coding",1,1,0,0,0,0
"12294","LCK","protein_coding",2,1,0,0,0,1
"12295","LCLAT1","protein_coding",9,4,0,1,4,0
"12296","LCMT1","protein_coding",10,5,0,2,2,1
"12297","LCMT1-AS1","lncRNA",3,2,0,0,0,1
"12298","LCMT2","protein_coding",1,1,0,0,0,0
"12299","LCNL1","protein_coding",1,1,0,0,0,0
"12300","LCOR","protein_coding",31,6,1,1,22,1
"12301","LCORL","protein_coding",21,5,4,2,7,3
"12302","LCP1","protein_coding",2,1,0,0,1,0
"12303","LCP2","protein_coding",3,3,0,0,0,0
"12304","LDAH","protein_coding",17,7,3,3,6,0
"12305","LDB1","protein_coding",6,3,2,1,1,0
"12306","LDB2","protein_coding",45,6,4,13,21,1
"12307","LDHA","protein_coding",13,9,0,3,1,0
"12308","LDHAL6A","protein_coding",2,2,0,0,0,0
"12309","LDHAL6DP","unprocessed_pseudogene",1,1,0,0,0,0
"12310","LDHAL6FP","processed_pseudogene",1,1,0,0,0,0
"12311","LDHAP2","processed_pseudogene",1,1,0,0,0,0
"12312","LDHAP4","transcribed_processed_pseudogene",1,1,0,0,0,0
"12313","LDHB","polymorphic_pseudogene",11,5,0,4,2,0
"12314","LDHC","protein_coding",2,2,0,0,0,0
"12315","LDHD","protein_coding",2,2,0,0,0,0
"12316","LDLR","protein_coding",13,6,0,4,3,0
"12317","LDLRAD3","protein_coding",20,3,1,4,8,4
"12318","LDLRAD4","protein_coding",20,11,2,2,5,0
"12319","LDLRAP1","protein_coding",1,1,0,0,0,0
"12320","LDOC1","protein_coding",2,2,0,0,0,0
"12321","LEAP2","protein_coding",4,2,0,1,0,1
"12322","LEF1","protein_coding",8,7,0,1,0,0
"12323","LEF1-AS1","lncRNA",1,1,0,0,0,0
"12324","LEKR1","protein_coding",2,2,0,0,0,0
"12325","LEMD1","protein_coding",3,2,1,0,0,0
"12326","LEMD1-DT","lncRNA",2,1,1,0,0,0
"12327","LEMD2","protein_coding",16,8,2,7,1,0
"12328","LEMD3","protein_coding",14,3,3,7,0,1
"12329","LENG1","protein_coding",2,1,0,1,0,0
"12330","LENG8","protein_coding",33,3,10,16,6,1
"12331","LENG8-AS1","lncRNA",2,1,1,0,0,0
"12332","LENG9","protein_coding",1,1,0,0,0,0
"12333","LEO1","protein_coding",15,2,7,3,1,3
"12334","LEPR","protein_coding",8,4,1,2,0,1
"12335","LEPROT","protein_coding",9,4,1,0,1,3
"12336","LEPROTL1","protein_coding",12,5,0,2,1,4
"12337","LERFS","lncRNA",6,6,0,0,0,0
"12338","LETM1","protein_coding",18,2,2,9,4,2
"12339","LETM2","protein_coding",8,8,0,0,0,0
"12340","LETMD1","protein_coding",23,13,0,5,5,0
"12341","LFNG","protein_coding",1,1,0,0,0,0
"12342","LGALS1","protein_coding",1,1,0,0,0,0
"12343","LGALS3","protein_coding",2,2,0,0,0,0
"12344","LGALS3BP","protein_coding",8,5,1,1,1,0
"12345","LGALS4","protein_coding",6,1,0,1,4,0
"12346","LGALS8","protein_coding",13,5,1,3,3,1
"12347","LGALS8-AS1","lncRNA",1,1,0,0,0,0
"12348","LGALS9","protein_coding",3,3,0,0,0,0
"12349","LGALSL","protein_coding",10,3,0,3,3,1
"12350","LGI1","protein_coding",13,11,0,1,1,0
