"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation"
"Ahi1","ENSMUSG00000019986","AHI1","ENSG00000135541","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Akap13","ENSMUSG00000066406","AKAP13","ENSG00000170776","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Akap8l","ENSMUSG00000002625","AKAP8L","ENSG00000011243","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Aktip","ENSMUSG00000031667","AKTIP","ENSG00000166971","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Amotl2","ENSMUSG00000032531","AMOTL2","ENSG00000114019","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Amph","ENSMUSG00000021314","AMPH","ENSG00000078053","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Amz2","ENSMUSG00000020610","AMZ2","ENSG00000196704","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Anapc5","ENSMUSG00000029472","ANAPC5","ENSG00000089053","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Angel2","ENSMUSG00000026634","ANGEL2","ENSG00000174606","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ank2","ENSMUSG00000032826","ANK2","ENSG00000145362","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ank3","ENSMUSG00000069601","ANK3","ENSG00000151150","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ankib1","ENSMUSG00000040351","ANKIB1","ENSG00000001629","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ap1ar","ENSMUSG00000074238","AP1AR","ENSG00000138660","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ap2a1","ENSMUSG00000060279","AP2A1","ENSG00000196961","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ap2b1","ENSMUSG00000035152","AP2B1","ENSG00000006125","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ap3s1","ENSMUSG00000024480","AP3S1","ENSG00000177879","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Apaf1","ENSMUSG00000019979","APAF1","ENSG00000120868","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Apba2","ENSMUSG00000030519","APBA2","ENSG00000034053","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Apod","ENSMUSG00000022548","APOD","ENSG00000189058","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Aptx","ENSMUSG00000028411","APTX","ENSG00000137074","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Arhgap12","ENSMUSG00000041225","ARHGAP12","ENSG00000165322","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Arhgap21","ENSMUSG00000036591","ARHGAP21","ENSG00000107863","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Arhgap44","ENSMUSG00000033389","ARHGAP44","ENSG00000006740","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Arhgef11","ENSMUSG00000041977","ARHGEF11","ENSG00000132694","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Arhgef12","ENSMUSG00000059495","ARHGEF12","ENSG00000196914","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Arhgef7","ENSMUSG00000031511","ARHGEF7","ENSG00000102606","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Armc8","ENSMUSG00000032468","ARMC8","ENSG00000114098","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Armcx5","ENSMUSG00000072969","ARMCX5","ENSG00000125962","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Arpp21","ENSMUSG00000032503","ARPP21","ENSG00000172995","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Aspscr1","ENSMUSG00000025142","ASPSCR1","ENSG00000169696","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atf2","ENSMUSG00000027104","ATF2","ENSG00000115966","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atg13","ENSMUSG00000027244","ATG13","ENSG00000175224","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atm","ENSMUSG00000034218","ATM","ENSG00000149311","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atp11c","ENSMUSG00000062949","ATP11C","ENSG00000101974","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atp13a2","ENSMUSG00000036622","ATP13A2","ENSG00000159363","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atp2b1","ENSMUSG00000019943","ATP2B1","ENSG00000070961","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atp2b4","ENSMUSG00000026463","ATP2B4","ENSG00000058668","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atp6v1h","ENSMUSG00000033793","ATP6V1H","ENSG00000047249","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atrnl1","ENSMUSG00000054843","ATRNL1","ENSG00000107518","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atrx","ENSMUSG00000031229","ATRX","ENSG00000085224","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atxn1","ENSMUSG00000046876","ATXN1","ENSG00000124788","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Atxn7l3","ENSMUSG00000059995","ATXN7L3","ENSG00000087152","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"AW554918","ENSMUSG00000033632","KIAA1328","ENSG00000150477","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"B4galt5","ENSMUSG00000017929","B4GALT5","ENSG00000158470","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Bag6","ENSMUSG00000024392","BAG6","ENSG00000204463","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Bcl11a","ENSMUSG00000000861","BCL11A","ENSG00000119866","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Bin1","ENSMUSG00000024381","BIN1","ENSG00000136717","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Bptf","ENSMUSG00000040481","BPTF","ENSG00000171634","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Braf","ENSMUSG00000002413","BRAF","ENSG00000157764","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Brd3","ENSMUSG00000026918","BRD3","ENSG00000169925","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Brsk2","ENSMUSG00000053046","BRSK2","ENSG00000174672","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Btbd10","ENSMUSG00000038187","BTBD10","ENSG00000148925","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Btrc","ENSMUSG00000025217","BTRC","ENSG00000166167","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"C2cd5","ENSMUSG00000030279","C2CD5","ENSG00000111731","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cab39l","ENSMUSG00000021981","CAB39L","ENSG00000102547","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cacna1e","ENSMUSG00000004110","CACNA1E","ENSG00000198216","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cacna1g","ENSMUSG00000020866","CACNA1G","ENSG00000006283","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cadm3","ENSMUSG00000005338","CADM3","ENSG00000162706","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Camk2b","ENSMUSG00000057897","CAMK2B","ENSG00000058404","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Camk2g","ENSMUSG00000021820","CAMK2G","ENSG00000148660","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Camta1","ENSMUSG00000014592","CAMTA1","ENSG00000171735","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cask","ENSMUSG00000031012","CASK","ENSG00000147044","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cbx8","ENSMUSG00000025578","CBX8","ENSG00000141570","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ccdc171","ENSMUSG00000052407","CCDC171","ENSG00000164989","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ccdc50","ENSMUSG00000038127","CCDC50","ENSG00000152492","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ccdc91","ENSMUSG00000030301","CCDC91","ENSG00000123106","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ccnt2","ENSMUSG00000026349","CCNT2","ENSG00000082258","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ccny","ENSMUSG00000024286","CCNY","ENSG00000108100","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cdc23","ENSMUSG00000024370","CDC23","ENSG00000094880","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cdc37l1","ENSMUSG00000024780","CDC37L1","ENSG00000106993","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cdc42bpa","ENSMUSG00000026490","CDC42BPA","ENSG00000143776","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cdc7","ENSMUSG00000029283","CDC7","ENSG00000097046","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cdh9","ENSMUSG00000025370","CDH9","ENSG00000113100","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cdk7","ENSMUSG00000069089","CDK7","ENSG00000134058","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cdkl2","ENSMUSG00000029403","CDKL2","ENSG00000138769","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Celf1","ENSMUSG00000005506","CELF1","ENSG00000149187","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Celf2","ENSMUSG00000002107","CELF2","ENSG00000048740","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cep170","ENSMUSG00000057335","CEP170","ENSG00000143702","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cep192","ENSMUSG00000024542","CEP192","ENSG00000101639","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cep250","ENSMUSG00000038241","CEP250","ENSG00000126001","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cep350","ENSMUSG00000033671","CEP350","ENSG00000135837","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cep78","ENSMUSG00000041491","CEP78","ENSG00000148019","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Chd3","ENSMUSG00000018474","CHD3","ENSG00000170004","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Chd5","ENSMUSG00000005045","CHD5","ENSG00000116254","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cirbp","ENSMUSG00000045193","CIRBP","ENSG00000099622","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ckap5","ENSMUSG00000040549","CKAP5","ENSG00000175216","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Clip2","ENSMUSG00000063146","CLIP2","ENSG00000106665","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Clip3","ENSMUSG00000013921","CLIP3","ENSG00000105270","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Clk4","ENSMUSG00000020385","CLK4","ENSG00000113240","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Clmp","ENSMUSG00000032024","CLMP","ENSG00000166250","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Clta","ENSMUSG00000028478","CLTA","ENSG00000122705","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cltb","ENSMUSG00000047547","CLTB","ENSG00000175416","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cnih3","ENSMUSG00000026514","CNIH3","ENSG00000143786","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cnksr2","ENSMUSG00000025658","CNKSR2","ENSG00000149970","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cnnm3","ENSMUSG00000001138","CNNM3","ENSG00000168763","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cnot2","ENSMUSG00000020166","CNOT2","ENSG00000111596","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cntln","ENSMUSG00000038070","CNTLN","ENSG00000044459","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Col4a3bp","ENSMUSG00000021669","CERT1","ENSG00000113163","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cops4","ENSMUSG00000035297","COPS4","ENSG00000138663","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Coq2","ENSMUSG00000029319","COQ2","ENSG00000173085","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cox7a2l","ENSMUSG00000024248","COX7A2L","ENSG00000115944","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cpt1c","ENSMUSG00000007783","CPT1C","ENSG00000169169","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cryzl1","ENSMUSG00000058240","CRYZL1","ENSG00000205758","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Csmd3","ENSMUSG00000022311","CSMD3","ENSG00000164796","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Csnk1g1","ENSMUSG00000032384","CSNK1G1","ENSG00000169118","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cspp1","ENSMUSG00000056763","CSPP1","ENSG00000104218","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cstf2","ENSMUSG00000031256","CSTF2","ENSG00000101811","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ctnna2","ENSMUSG00000063063","CTNNA2","ENSG00000066032","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cttnbp2","ENSMUSG00000000416","CTTNBP2","ENSG00000077063","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cux2","ENSMUSG00000042589","CUX2","ENSG00000111249","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cyfip2","ENSMUSG00000020340","CYFIP2","ENSG00000055163","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Cyld","ENSMUSG00000036712","CYLD","ENSG00000083799","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dab2ip","ENSMUSG00000026883","DAB2IP","ENSG00000136848","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dag1","ENSMUSG00000039952","DAG1","ENSG00000173402","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dars","ENSMUSG00000026356","DARS1","ENSG00000115866","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dbn1","ENSMUSG00000034675","DBN1","ENSG00000113758","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dcun1d2","ENSMUSG00000038506","DCUN1D2","ENSG00000150401","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dcun1d5","ENSMUSG00000032002","DCUN1D5","ENSG00000137692","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dcx","ENSMUSG00000031285","DCX","ENSG00000077279","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ddias","ENSMUSG00000030641","DDIAS","ENSG00000165490","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dennd4c","ENSMUSG00000038024","DENND4C","ENSG00000137145","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dgki","ENSMUSG00000038665","DGKI","ENSG00000157680","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dimt1","ENSMUSG00000021692","DIMT1","ENSG00000086189","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dip2a","ENSMUSG00000020231","DIP2A","ENSG00000160305","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dip2b","ENSMUSG00000023026","DIP2B","ENSG00000066084","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dkk3","ENSMUSG00000030772","DKK3","ENSG00000050165","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dlg1","ENSMUSG00000022770","DLG1","ENSG00000075711","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dlg2","ENSMUSG00000052572","DLG2","ENSG00000150672","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dlg4","ENSMUSG00000020886","DLG4","ENSG00000132535","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dlgap1","ENSMUSG00000003279","DLGAP1","ENSG00000170579","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dmtn","ENSMUSG00000022099","DMTN","ENSG00000158856","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dnajc13","ENSMUSG00000032560","DNAJC13","ENSG00000138246","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dnajc24","ENSMUSG00000027166","DNAJC24","ENSG00000170946","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dnm1","ENSMUSG00000026825","DNM1","ENSG00000106976","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dnm1l","ENSMUSG00000022789","DNM1L","ENSG00000087470","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dnm2","ENSMUSG00000033335","DNM2","ENSG00000079805","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dock4","ENSMUSG00000035954","DOCK4","ENSG00000128512","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dock7","ENSMUSG00000028556","DOCK7","ENSG00000116641","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dpf1","ENSMUSG00000030584","DPF1","ENSG00000011332","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dtna","ENSMUSG00000024302","DTNA","ENSG00000134769","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dusp11","ENSMUSG00000030002","DUSP11","ENSG00000144048","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dvl1","ENSMUSG00000029071","DVL1","ENSG00000107404","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dvl2","ENSMUSG00000020888","DVL2","ENSG00000004975","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Dzip1","ENSMUSG00000042156","DZIP1","ENSG00000134874","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"E2f6","ENSMUSG00000057469","E2F6","ENSG00000169016","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ecsit","ENSMUSG00000066839","ECSIT","ENSG00000130159","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Edem2","ENSMUSG00000038312","EDEM2","ENSG00000088298","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Edrf1","ENSMUSG00000039990","EDRF1","ENSG00000107938","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Efcab2","ENSMUSG00000026495","EFCAB2","ENSG00000203666","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Efr3a","ENSMUSG00000015002","EFR3A","ENSG00000132294","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ehmt2","ENSMUSG00000013787","EHMT2","ENSG00000204371","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Eif4h","ENSMUSG00000040731","EIF4H","ENSG00000106682","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Elf2","ENSMUSG00000037174","ELF2","ENSG00000109381","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Elmo2","ENSMUSG00000017670","ELMO2","ENSG00000062598","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Emc8","ENSMUSG00000031819","EMC8","ENSG00000131148","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Eml4","ENSMUSG00000032624","EML4","ENSG00000143924","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Enah","ENSMUSG00000022995","ENAH","ENSG00000154380","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Enox1","ENSMUSG00000022012","ENOX1","ENSG00000120658","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Epc2","ENSMUSG00000069495","EPC2","ENSG00000135999","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Eps15l1","ENSMUSG00000006276","EPS15L1","ENSG00000127527","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Erbb4","ENSMUSG00000062209","ERBB4","ENSG00000178568","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Erc2","ENSMUSG00000040640","ERC2","ENSG00000187672","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ercc8","ENSMUSG00000021694","ERCC8","ENSG00000049167","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Erp29","ENSMUSG00000029616","ERP29","ENSG00000089248","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Esyt2","ENSMUSG00000021171","ESYT2","ENSG00000117868","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Evi5l","ENSMUSG00000011832","EVI5L","ENSG00000142459","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Exoc7","ENSMUSG00000020792","EXOC7","ENSG00000182473","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Exosc9","ENSMUSG00000027714","EXOSC9","ENSG00000123737","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam118a","ENSMUSG00000022434","FAM118A","ENSG00000100376","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam118b","ENSMUSG00000050471","FAM118B","ENSG00000197798","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam124a","ENSMUSG00000035184","FAM124A","ENSG00000150510","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam155a","ENSMUSG00000079157","FAM155A","ENSG00000204442","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam161b","ENSMUSG00000021234","FAM161B","ENSG00000156050","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam168a","ENSMUSG00000029461","FAM168A","ENSG00000054965","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam193b","ENSMUSG00000021495","FAM193B","ENSG00000146067","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam204a","ENSMUSG00000057858","FAM204A","ENSG00000165669","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fam49a","ENSMUSG00000020589","FAM49A","ENSG00000197872","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fancl","ENSMUSG00000004018","FANCL","ENSG00000115392","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fau","ENSMUSG00000038274","FAU","ENSG00000149806","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Faxc","ENSMUSG00000028246","FAXC","ENSG00000146267","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fbxl5","ENSMUSG00000039753","FBXL5","ENSG00000118564","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fbxw11","ENSMUSG00000020271","FBXW11","ENSG00000072803","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fchsd2","ENSMUSG00000030691","FCHSD2","ENSG00000137478","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fer","ENSMUSG00000000127","FER","ENSG00000151422","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fermt2","ENSMUSG00000037712","FERMT2","ENSG00000073712","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fgfr1op2","ENSMUSG00000040242","FGFR1OP2","ENSG00000111790","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fhl1","ENSMUSG00000023092","FHL1","ENSG00000022267","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fhod3","ENSMUSG00000034295","FHOD3","ENSG00000134775","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Flot1","ENSMUSG00000059714","FLOT1","ENSG00000137312","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fmnl2","ENSMUSG00000036053","FMNL2","ENSG00000157827","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Fnbp1l","ENSMUSG00000039735","FNBP1L","ENSG00000137942","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Frs3","ENSMUSG00000023266","FRS3","ENSG00000137218","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gabrg2","ENSMUSG00000020436","GABRG2","ENSG00000113327","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Galt","ENSMUSG00000036073","GALT","ENSG00000213930","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Garnl3","ENSMUSG00000038860","GARNL3","ENSG00000136895","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gdpd5","ENSMUSG00000035314","GDPD5","ENSG00000158555","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Glra2","ENSMUSG00000018589","GLRA2","ENSG00000101958","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gm38394","ENSMUSG00000094410","ZBED6","ENSG00000257315","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gnal","ENSMUSG00000024524","GNAL","ENSG00000141404","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gnb4","ENSMUSG00000027669","GNB4","ENSG00000114450","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gnl3l","ENSMUSG00000025266","GNL3L","ENSG00000130119","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Golga1","ENSMUSG00000026754","GOLGA1","ENSG00000136935","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Golgb1","ENSMUSG00000034243","GOLGB1","ENSG00000173230","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Golt1b","ENSMUSG00000030245","GOLT1B","ENSG00000111711","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gpatch2l","ENSMUSG00000021254","GPATCH2L","ENSG00000089916","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gpm6a","ENSMUSG00000031517","GPM6A","ENSG00000150625","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Gpr180","ENSMUSG00000022131","GPR180","ENSG00000152749","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
