ensg	set
ENSG00000103160	DTU.down
ENSG00000103174	DTU.down
ENSG00000103187	DTU.down
ENSG00000103197	DTU.down
ENSG00000103275	DTU.down
ENSG00000103351	DTU.down
ENSG00000103460	DTU.down
ENSG00000103494	DTU.down
ENSG00000103540	DTU.down
ENSG00000103647	DTU.down
ENSG00000103723	DTU.down
ENSG00000104064	DTU.down
ENSG00000104093	DTU.down
ENSG00000104205	DTU.down
ENSG00000104218	DTU.down
ENSG00000104290	DTU.down
ENSG00000104381	DTU.down
ENSG00000104388	DTU.down
ENSG00000104427	DTU.down
ENSG00000104435	DTU.down
ENSG00000104529	DTU.down
ENSG00000104613	DTU.down
ENSG00000104833	DTU.down
ENSG00000104870	DTU.down
ENSG00000105053	DTU.down
ENSG00000105088	DTU.down
ENSG00000105143	DTU.down
ENSG00000105221	DTU.down
ENSG00000105223	DTU.down
ENSG00000105323	DTU.down
ENSG00000105409	DTU.down
ENSG00000105520	DTU.down
ENSG00000105613	DTU.down
ENSG00000105642	DTU.down
ENSG00000105676	DTU.down
ENSG00000105705	DTU.down
ENSG00000105767	DTU.down
ENSG00000105778	DTU.down
ENSG00000105808	DTU.down
ENSG00000105856	DTU.down
ENSG00000105887	DTU.down
ENSG00000105953	DTU.down
ENSG00000105993	DTU.down
ENSG00000106066	DTU.down
ENSG00000106069	DTU.down
ENSG00000106070	DTU.down
ENSG00000106080	DTU.down
ENSG00000106089	DTU.down
ENSG00000106123	DTU.down
ENSG00000106144	DTU.down
ENSG00000106278	DTU.down
ENSG00000106443	DTU.down
ENSG00000106462	DTU.down
ENSG00000106554	DTU.down
ENSG00000106615	DTU.down
ENSG00000106689	DTU.down
ENSG00000106701	DTU.down
ENSG00000106723	DTU.down
ENSG00000106771	DTU.down
ENSG00000106772	DTU.down
ENSG00000106853	DTU.down
ENSG00000106976	DTU.down
ENSG00000106992	DTU.down
ENSG00000107105	DTU.down
ENSG00000107164	DTU.down
ENSG00000107263	DTU.down
ENSG00000107372	DTU.down
ENSG00000107521	DTU.down
ENSG00000107643	DTU.down
ENSG00000107679	DTU.down
ENSG00000107719	DTU.down
ENSG00000107779	DTU.down
ENSG00000107819	DTU.down
ENSG00000107863	DTU.down
ENSG00000107897	DTU.down
ENSG00000107949	DTU.down
ENSG00000108061	DTU.down
ENSG00000108094	DTU.down
ENSG00000108262	DTU.down
ENSG00000108352	DTU.down
ENSG00000108370	DTU.down
ENSG00000108384	DTU.down
ENSG00000108389	DTU.down
ENSG00000108468	DTU.down
ENSG00000108509	DTU.down
ENSG00000108523	DTU.down
ENSG00000108590	DTU.down
ENSG00000108592	DTU.down
ENSG00000108599	DTU.down
ENSG00000108654	DTU.down
ENSG00000108773	DTU.down
ENSG00000108819	DTU.down
ENSG00000108852	DTU.down
ENSG00000108946	DTU.down
ENSG00000109083	DTU.down
ENSG00000109099	DTU.down
ENSG00000109180	DTU.down
ENSG00000109184	DTU.down
ENSG00000109270	DTU.down
ENSG00000109332	DTU.down
ENSG00000109572	DTU.down
ENSG00000109576	DTU.down
ENSG00000109586	DTU.down
ENSG00000109654	DTU.down
ENSG00000109670	DTU.down
ENSG00000109680	DTU.down
ENSG00000109736	DTU.down
ENSG00000109738	DTU.down
ENSG00000109790	DTU.down
ENSG00000109794	DTU.down
ENSG00000109819	DTU.down
ENSG00000109881	DTU.down
ENSG00000109911	DTU.down
ENSG00000109919	DTU.down
ENSG00000109971	DTU.down
ENSG00000110066	DTU.down
ENSG00000110075	DTU.down
ENSG00000110107	DTU.down
ENSG00000110237	DTU.down
ENSG00000110318	DTU.down
ENSG00000110321	DTU.down
ENSG00000110330	DTU.down
ENSG00000110429	DTU.down
ENSG00000110436	DTU.down
ENSG00000110492	DTU.down
ENSG00000110514	DTU.down
ENSG00000110871	DTU.down
ENSG00000110911	DTU.down
ENSG00000110958	DTU.down
ENSG00000110987	DTU.down
ENSG00000111011	DTU.down
ENSG00000111224	DTU.down
ENSG00000111237	DTU.down
ENSG00000111266	DTU.down
ENSG00000111445	DTU.down
ENSG00000111450	DTU.down
ENSG00000111530	DTU.down
ENSG00000111554	DTU.down
ENSG00000111615	DTU.down
ENSG00000111652	DTU.down
ENSG00000111667	DTU.down
ENSG00000111670	DTU.down
ENSG00000111684	DTU.down
ENSG00000111711	DTU.down
ENSG00000111725	DTU.down
ENSG00000111727	DTU.down
ENSG00000111728	DTU.down
ENSG00000111731	DTU.down
ENSG00000111790	DTU.down
ENSG00000111832	DTU.down
ENSG00000111850	DTU.down
ENSG00000111877	DTU.down
ENSG00000111912	DTU.down
ENSG00000112029	DTU.down
ENSG00000112078	DTU.down
ENSG00000112096	DTU.down
ENSG00000112118	DTU.down
ENSG00000112137	DTU.down
ENSG00000112144	DTU.down
ENSG00000112200	DTU.down
ENSG00000112242	DTU.down
ENSG00000112290	DTU.down
ENSG00000112305	DTU.down
ENSG00000112367	DTU.down
ENSG00000112414	DTU.down
ENSG00000112419	DTU.down
ENSG00000112531	DTU.down
ENSG00000112584	DTU.down
ENSG00000112592	DTU.down
ENSG00000112701	DTU.down
ENSG00000112972	DTU.down
ENSG00000112977	DTU.down
ENSG00000112983	DTU.down
ENSG00000112992	DTU.down
ENSG00000113108	DTU.down
ENSG00000113163	DTU.down
ENSG00000113269	DTU.down
ENSG00000113272	DTU.down
ENSG00000113360	DTU.down
ENSG00000113369	DTU.down
ENSG00000113389	DTU.down
ENSG00000113391	DTU.down
ENSG00000113448	DTU.down
ENSG00000113648	DTU.down
ENSG00000113712	DTU.down
ENSG00000113742	DTU.down
ENSG00000113758	DTU.down
ENSG00000113761	DTU.down
ENSG00000113851	DTU.down
ENSG00000114030	DTU.down
ENSG00000114062	DTU.down
ENSG00000114120	DTU.down
ENSG00000114279	DTU.down
ENSG00000114331	DTU.down
ENSG00000114346	DTU.down
ENSG00000114353	DTU.down
ENSG00000114354	DTU.down
ENSG00000114503	DTU.down
ENSG00000114520	DTU.down
ENSG00000114541	DTU.down
ENSG00000114670	DTU.down
ENSG00000114770	DTU.down
ENSG00000114861	DTU.down
ENSG00000114867	DTU.down
ENSG00000114923	DTU.down
ENSG00000114948	DTU.down
ENSG00000114982	DTU.down
ENSG00000114988	DTU.down
ENSG00000115041	DTU.down
ENSG00000115129	DTU.down
ENSG00000115159	DTU.down
ENSG00000115216	DTU.down
ENSG00000115239	DTU.down
ENSG00000115252	DTU.down
ENSG00000115271	DTU.down
ENSG00000115282	DTU.down
ENSG00000115306	DTU.down
ENSG00000115310	DTU.down
ENSG00000115318	DTU.down
ENSG00000115355	DTU.down
ENSG00000115365	DTU.down
ENSG00000115504	DTU.down
ENSG00000115514	DTU.down
ENSG00000115540	DTU.down
ENSG00000115652	DTU.down
ENSG00000115657	DTU.down
ENSG00000115677	DTU.down
ENSG00000115840	DTU.down
ENSG00000115884	DTU.down
ENSG00000115947	DTU.down
ENSG00000115966	DTU.down
ENSG00000116016	DTU.down
ENSG00000116128	DTU.down
ENSG00000116141	DTU.down
ENSG00000116161	DTU.down
ENSG00000116337	DTU.down
ENSG00000116406	DTU.down
ENSG00000116478	DTU.down
ENSG00000116641	DTU.down
ENSG00000116679	DTU.down
ENSG00000116698	DTU.down
ENSG00000116731	DTU.down
ENSG00000116747	DTU.down
ENSG00000116793	DTU.down
ENSG00000116852	DTU.down
ENSG00000116906	DTU.down
ENSG00000117020	DTU.down
ENSG00000117114	DTU.down
ENSG00000117143	DTU.down
ENSG00000117155	DTU.down
ENSG00000117335	DTU.down
ENSG00000117360	DTU.down
ENSG00000117385	DTU.down
ENSG00000117461	DTU.down
ENSG00000117475	DTU.down
ENSG00000117479	DTU.down
ENSG00000117519	DTU.down
ENSG00000117569	DTU.down
ENSG00000117600	DTU.down
ENSG00000117625	DTU.down
ENSG00000117724	DTU.down
ENSG00000117859	DTU.down
ENSG00000118200	DTU.down
ENSG00000118473	DTU.down
ENSG00000118495	DTU.down
ENSG00000118507	DTU.down
ENSG00000118515	DTU.down
ENSG00000118518	DTU.down
ENSG00000118579	DTU.down
ENSG00000118705	DTU.down
ENSG00000118965	DTU.down
ENSG00000119042	DTU.down
ENSG00000119328	DTU.down
ENSG00000119335	DTU.down
ENSG00000119392	DTU.down
ENSG00000119397	DTU.down
ENSG00000119403	DTU.down
ENSG00000119523	DTU.down
ENSG00000119669	DTU.down
ENSG00000119689	DTU.down
ENSG00000119714	DTU.down
ENSG00000119772	DTU.down
ENSG00000119787	DTU.down
ENSG00000119844	DTU.down
ENSG00000119950	DTU.down
ENSG00000120049	DTU.down
ENSG00000120251	DTU.down
ENSG00000120265	DTU.down
ENSG00000120278	DTU.down
ENSG00000120519	DTU.down
ENSG00000120647	DTU.down
ENSG00000120694	DTU.down
ENSG00000120699	DTU.down
ENSG00000120784	DTU.down
ENSG00000120802	DTU.down
ENSG00000120820	DTU.down
ENSG00000120896	DTU.down
ENSG00000120899	DTU.down
ENSG00000120910	DTU.down
ENSG00000120963	DTU.down
ENSG00000121067	DTU.down
ENSG00000121413	DTU.down
ENSG00000121486	DTU.down
ENSG00000121691	DTU.down
ENSG00000121774	DTU.down
ENSG00000121905	DTU.down
ENSG00000121940	DTU.down
ENSG00000121957	DTU.down
ENSG00000122126	DTU.down
ENSG00000122203	DTU.down
ENSG00000122218	DTU.down
ENSG00000122299	DTU.down
ENSG00000122335	DTU.down
ENSG00000122482	DTU.down
ENSG00000122484	DTU.down
ENSG00000122550	DTU.down
ENSG00000122557	DTU.down
ENSG00000122679	DTU.down
ENSG00000122705	DTU.down
ENSG00000122707	DTU.down
ENSG00000122729	DTU.down
ENSG00000122741	DTU.down
ENSG00000122786	DTU.down
ENSG00000122884	DTU.down
ENSG00000122958	DTU.down
ENSG00000123066	DTU.down
ENSG00000123352	DTU.down
ENSG00000123360	DTU.down
ENSG00000123562	DTU.down
ENSG00000123636	DTU.down
ENSG00000123737	DTU.down
ENSG00000124104	DTU.down
ENSG00000124164	DTU.down
ENSG00000124193	DTU.down
ENSG00000124194	DTU.down
ENSG00000124214	DTU.down
ENSG00000124222	DTU.down
ENSG00000124226	DTU.down
ENSG00000124275	DTU.down
ENSG00000124406	DTU.down
ENSG00000124459	DTU.down
ENSG00000124641	DTU.down
ENSG00000124783	DTU.down
ENSG00000124785	DTU.down
ENSG00000124788	DTU.down
ENSG00000124795	DTU.down
ENSG00000124831	DTU.down
ENSG00000125124	DTU.down
ENSG00000125354	DTU.down
ENSG00000125355	DTU.down
ENSG00000125447	DTU.down
ENSG00000125458	DTU.down
ENSG00000125629	DTU.down
ENSG00000125675	DTU.down
ENSG00000125814	DTU.down
ENSG00000125827	DTU.down
ENSG00000125871	DTU.down
ENSG00000125944	DTU.down
ENSG00000125962	DTU.down
ENSG00000125991	DTU.down
ENSG00000126214	DTU.down
ENSG00000126217	DTU.down
ENSG00000126226	DTU.down
ENSG00000126391	DTU.down
ENSG00000126461	DTU.down
ENSG00000126773	DTU.down
ENSG00000126777	DTU.down
ENSG00000126790	DTU.down
ENSG00000126822	DTU.down
ENSG00000127191	DTU.down
ENSG00000127241	DTU.down
ENSG00000127527	DTU.down
ENSG00000127561	DTU.down
ENSG00000127564	DTU.down
ENSG00000127603	DTU.down
ENSG00000127663	DTU.down
ENSG00000127838	DTU.down
ENSG00000127863	DTU.down
ENSG00000127870	DTU.down
ENSG00000127884	DTU.down
ENSG00000127914	DTU.down
ENSG00000127990	DTU.down
ENSG00000127995	DTU.down
ENSG00000128309	DTU.down
ENSG00000128482	DTU.down
ENSG00000128573	DTU.down
ENSG00000128595	DTU.down
ENSG00000128609	DTU.down
ENSG00000128683	DTU.down
ENSG00000128739	DTU.down
ENSG00000128829	DTU.down
ENSG00000128872	DTU.down
ENSG00000128915	DTU.down
ENSG00000129003	DTU.down
ENSG00000129116	DTU.down
ENSG00000129292	DTU.down
ENSG00000129353	DTU.down
ENSG00000129515	DTU.down
ENSG00000129596	DTU.down
ENSG00000129636	DTU.down
ENSG00000129657	DTU.down
ENSG00000129682	DTU.down
ENSG00000130055	DTU.down
ENSG00000130202	DTU.down
ENSG00000130287	DTU.down
ENSG00000130304	DTU.down
ENSG00000130396	DTU.down
ENSG00000130402	DTU.down
ENSG00000130529	DTU.down
ENSG00000130540	DTU.down
ENSG00000130669	DTU.down
ENSG00000130723	DTU.down
ENSG00000130749	DTU.down
ENSG00000130779	DTU.down
ENSG00000130803	DTU.down
ENSG00000130844	DTU.down
ENSG00000130985	DTU.down
ENSG00000131018	DTU.down
ENSG00000131051	DTU.down
ENSG00000131067	DTU.down
ENSG00000131149	DTU.down
ENSG00000131374	DTU.down
ENSG00000131504	DTU.down
ENSG00000131508	DTU.down
ENSG00000131558	DTU.down
ENSG00000131711	DTU.down
ENSG00000131725	DTU.down
ENSG00000131788	DTU.down
ENSG00000131828	DTU.down
ENSG00000131844	DTU.down
ENSG00000131966	DTU.down
ENSG00000132005	DTU.down
ENSG00000132109	DTU.down
ENSG00000132305	DTU.down
ENSG00000132405	DTU.down
ENSG00000132463	DTU.down
ENSG00000132466	DTU.down
ENSG00000132485	DTU.down
ENSG00000132535	DTU.down
ENSG00000132589	DTU.down
ENSG00000132639	DTU.down
ENSG00000132640	DTU.down
ENSG00000132670	DTU.down
ENSG00000132680	DTU.down
ENSG00000132692	DTU.down
ENSG00000132792	DTU.down
ENSG00000132842	DTU.down
ENSG00000132849	DTU.down
ENSG00000132912	DTU.down
ENSG00000132970	DTU.down
ENSG00000132975	DTU.down
ENSG00000133026	DTU.down
ENSG00000133030	DTU.down
ENSG00000133083	DTU.down
ENSG00000133101	DTU.down
ENSG00000133104	DTU.down
ENSG00000133226	DTU.down
ENSG00000133302	DTU.down
ENSG00000133318	DTU.down
ENSG00000133422	DTU.down
ENSG00000133627	DTU.down
ENSG00000133678	DTU.down
ENSG00000133812	DTU.down
ENSG00000133835	DTU.down
ENSG00000133884	DTU.down
ENSG00000133958	DTU.down
ENSG00000133961	DTU.down
ENSG00000134121	DTU.down
ENSG00000134138	DTU.down
ENSG00000134146	DTU.down
ENSG00000134184	DTU.down
ENSG00000134198	DTU.down
ENSG00000134207	DTU.down
ENSG00000134278	DTU.down
ENSG00000134287	DTU.down
ENSG00000134313	DTU.down
ENSG00000134444	DTU.down
ENSG00000134452	DTU.down
ENSG00000134532	DTU.down
ENSG00000134644	DTU.down
ENSG00000134686	DTU.down
ENSG00000134758	DTU.down
ENSG00000134769	DTU.down
ENSG00000134775	DTU.down
ENSG00000134779	DTU.down
ENSG00000134780	DTU.down
ENSG00000134824	DTU.down
ENSG00000134897	DTU.down
ENSG00000134970	DTU.down
ENSG00000134982	DTU.down
ENSG00000134986	DTU.down
ENSG00000135018	DTU.down
ENSG00000135052	DTU.down
ENSG00000135090	DTU.down
ENSG00000135097	DTU.down
ENSG00000135127	DTU.down
ENSG00000135250	DTU.down
ENSG00000135298	DTU.down
ENSG00000135333	DTU.down
ENSG00000135341	DTU.down
ENSG00000135365	DTU.down
ENSG00000135387	DTU.down
ENSG00000135404	DTU.down
ENSG00000135439	DTU.down
ENSG00000135454	DTU.down
ENSG00000135469	DTU.down
ENSG00000135506	DTU.down
ENSG00000135525	DTU.down
ENSG00000135540	DTU.down
ENSG00000135622	DTU.down
ENSG00000135631	DTU.down
ENSG00000135655	DTU.down
ENSG00000135720	DTU.down
ENSG00000135823	DTU.down
ENSG00000135837	DTU.down
ENSG00000135912	DTU.down
ENSG00000135916	DTU.down
ENSG00000135924	DTU.down
ENSG00000135930	DTU.down
ENSG00000135968	DTU.down
ENSG00000135976	DTU.down
ENSG00000136021	DTU.down
ENSG00000136044	DTU.down
ENSG00000136059	DTU.down
ENSG00000136141	DTU.down
ENSG00000136143	DTU.down
ENSG00000136146	DTU.down
ENSG00000136153	DTU.down
ENSG00000136161	DTU.down
ENSG00000136193	DTU.down
ENSG00000136231	DTU.down
ENSG00000136250	DTU.down
ENSG00000136436	DTU.down
ENSG00000136444	DTU.down
ENSG00000136478	DTU.down
ENSG00000136535	DTU.down
ENSG00000136536	DTU.down
ENSG00000136628	DTU.down
ENSG00000136699	DTU.down
ENSG00000136715	DTU.down
ENSG00000136717	DTU.down
ENSG00000136718	DTU.down
ENSG00000136754	DTU.down
ENSG00000136770	DTU.down
ENSG00000136811	DTU.down
ENSG00000136816	DTU.down
ENSG00000136828	DTU.down
ENSG00000136830	DTU.down
ENSG00000136842	DTU.down
ENSG00000136891	DTU.down
ENSG00000136895	DTU.down
ENSG00000137073	DTU.down
ENSG00000137094	DTU.down
ENSG00000137142	DTU.down
ENSG00000137200	DTU.down
ENSG00000137216	DTU.down
ENSG00000137221	DTU.down
ENSG00000137267	DTU.down
ENSG00000137275	DTU.down
ENSG00000137309	DTU.down
ENSG00000137312	DTU.down
ENSG00000137343	DTU.down
ENSG00000137409	DTU.down
ENSG00000137700	DTU.down
ENSG00000137726	DTU.down
ENSG00000137802	DTU.down
ENSG00000137821	DTU.down
ENSG00000137831	DTU.down
ENSG00000137872	DTU.down
ENSG00000137936	DTU.down
ENSG00000137941	DTU.down
ENSG00000137942	DTU.down
ENSG00000137968	DTU.down
ENSG00000138069	DTU.down
ENSG00000138078	DTU.down
ENSG00000138092	DTU.down
ENSG00000138101	DTU.down
ENSG00000138162	DTU.down
ENSG00000138190	DTU.down
ENSG00000138193	DTU.down
ENSG00000138279	DTU.down
ENSG00000138303	DTU.down
ENSG00000138336	DTU.down
ENSG00000138363	DTU.down
ENSG00000138375	DTU.down
ENSG00000138413	DTU.down
ENSG00000138443	DTU.down
ENSG00000138593	DTU.down
ENSG00000138600	DTU.down
ENSG00000138614	DTU.down
ENSG00000138640	DTU.down
ENSG00000138660	DTU.down
ENSG00000138674	DTU.down
ENSG00000138698	DTU.down
ENSG00000138750	DTU.down
ENSG00000138757	DTU.down
ENSG00000138758	DTU.down
ENSG00000138768	DTU.down
ENSG00000138771	DTU.down
ENSG00000138802	DTU.down
ENSG00000138814	DTU.down
ENSG00000138834	DTU.down
ENSG00000138835	DTU.down
ENSG00000138867	DTU.down
ENSG00000139112	DTU.down
ENSG00000139116	DTU.down
ENSG00000139174	DTU.down
ENSG00000139190	DTU.down
ENSG00000139200	DTU.down
ENSG00000139263	DTU.down
ENSG00000139318	DTU.down
ENSG00000139323	DTU.down
ENSG00000139354	DTU.down
ENSG00000139372	DTU.down
ENSG00000139505	DTU.down
ENSG00000139613	DTU.down
ENSG00000139624	DTU.down
ENSG00000139644	DTU.down
ENSG00000139734	DTU.down
ENSG00000139793	DTU.down
ENSG00000139842	DTU.down
ENSG00000139977	DTU.down
ENSG00000140104	DTU.down
ENSG00000140157	DTU.down
ENSG00000140262	DTU.down
ENSG00000140299	DTU.down
ENSG00000140416	DTU.down
ENSG00000140538	DTU.down
ENSG00000140612	DTU.down
ENSG00000140632	DTU.down
ENSG00000140750	DTU.down
ENSG00000140859	DTU.down
ENSG00000140943	DTU.down
ENSG00000141013	DTU.down
ENSG00000141040	DTU.down
ENSG00000141198	DTU.down
ENSG00000141367	DTU.down
ENSG00000141447	DTU.down
ENSG00000141480	DTU.down
ENSG00000141503	DTU.down
ENSG00000141540	DTU.down
ENSG00000141556	DTU.down
ENSG00000141564	DTU.down
ENSG00000141627	DTU.down
ENSG00000141639	DTU.down
ENSG00000141644	DTU.down
ENSG00000141699	DTU.down
ENSG00000141736	DTU.down
ENSG00000141905	DTU.down
ENSG00000142192	DTU.down
ENSG00000142459	DTU.down
ENSG00000142657	DTU.down
ENSG00000142875	DTU.down
ENSG00000142949	DTU.down
ENSG00000143013	DTU.down
ENSG00000143093	DTU.down
ENSG00000143126	DTU.down
ENSG00000143157	DTU.down
ENSG00000143164	DTU.down
ENSG00000143190	DTU.down
ENSG00000143207	DTU.down
ENSG00000143258	DTU.down
ENSG00000143324	DTU.down
ENSG00000143344	DTU.down
ENSG00000143390	DTU.down
ENSG00000143393	DTU.down
ENSG00000143442	DTU.down
ENSG00000143493	DTU.down
ENSG00000143514	DTU.down
ENSG00000143537	DTU.down
ENSG00000143549	DTU.down
ENSG00000143569	DTU.down
ENSG00000143702	DTU.down
ENSG00000143776	DTU.down
ENSG00000143786	DTU.down
ENSG00000143815	DTU.down
ENSG00000143889	DTU.down
ENSG00000143924	DTU.down
ENSG00000144036	DTU.down
ENSG00000144218	DTU.down
ENSG00000144283	DTU.down
ENSG00000144290	DTU.down
ENSG00000144381	DTU.down
ENSG00000144460	DTU.down
ENSG00000144560	DTU.down
ENSG00000144619	DTU.down
ENSG00000144645	DTU.down
ENSG00000144647	DTU.down
ENSG00000144674	DTU.down
ENSG00000144711	DTU.down
ENSG00000144724	DTU.down
ENSG00000144895	DTU.down
ENSG00000145014	DTU.down
ENSG00000145242	DTU.down
ENSG00000145349	DTU.down
ENSG00000145362	DTU.down
ENSG00000145386	DTU.down
ENSG00000145388	DTU.down
ENSG00000145391	DTU.down
ENSG00000145416	DTU.down
ENSG00000145428	DTU.down
ENSG00000145439	DTU.down
ENSG00000145495	DTU.down
ENSG00000145545	DTU.down
ENSG00000145555	DTU.down
ENSG00000145604	DTU.down
ENSG00000145675	DTU.down
ENSG00000145725	DTU.down
ENSG00000145860	DTU.down
ENSG00000145919	DTU.down
ENSG00000146005	DTU.down
ENSG00000146151	DTU.down
ENSG00000146414	DTU.down
ENSG00000146425	DTU.down
ENSG00000146426	DTU.down
ENSG00000146433	DTU.down
ENSG00000146457	DTU.down
ENSG00000146729	DTU.down
ENSG00000146731	DTU.down
ENSG00000146733	DTU.down
ENSG00000146776	DTU.down
ENSG00000146833	DTU.down
ENSG00000146856	DTU.down
ENSG00000146918	DTU.down
ENSG00000146938	DTU.down
ENSG00000146963	DTU.down
ENSG00000147050	DTU.down
ENSG00000147099	DTU.down
ENSG00000147100	DTU.down
ENSG00000147130	DTU.down
ENSG00000147140	DTU.down
ENSG00000147144	DTU.down
ENSG00000147180	DTU.down
ENSG00000147364	DTU.down
ENSG00000147471	DTU.down
ENSG00000147488	DTU.down
ENSG00000147601	DTU.down
ENSG00000147642	DTU.down
ENSG00000147649	DTU.down
ENSG00000147799	DTU.down
ENSG00000147872	DTU.down
ENSG00000148019	DTU.down
ENSG00000148053	DTU.down
ENSG00000148219	DTU.down
ENSG00000148297	DTU.down
ENSG00000148308	DTU.down
ENSG00000148339	DTU.down
ENSG00000148341	DTU.down
ENSG00000148362	DTU.down
ENSG00000148429	DTU.down
ENSG00000148481	DTU.down
ENSG00000148634	DTU.down
ENSG00000148660	DTU.down
ENSG00000148841	DTU.down
ENSG00000148925	DTU.down
ENSG00000148985	DTU.down
ENSG00000149115	DTU.down
ENSG00000149187	DTU.down
ENSG00000149231	DTU.down
ENSG00000149243	DTU.down
ENSG00000149269	DTU.down
ENSG00000149294	DTU.down
ENSG00000149485	DTU.down
ENSG00000149503	DTU.down
ENSG00000149547	DTU.down
ENSG00000149557	DTU.down
ENSG00000149577	DTU.down
ENSG00000149925	DTU.down
ENSG00000149926	DTU.down
ENSG00000149930	DTU.down
ENSG00000149970	DTU.down
ENSG00000150347	DTU.down
ENSG00000150433	DTU.down
ENSG00000150471	DTU.down
ENSG00000150625	DTU.down
ENSG00000150672	DTU.down
ENSG00000150687	DTU.down
ENSG00000150764	DTU.down
ENSG00000150787	DTU.down
ENSG00000151065	DTU.down
ENSG00000151092	DTU.down
ENSG00000151135	DTU.down
ENSG00000151150	DTU.down
ENSG00000151239	DTU.down
ENSG00000151247	DTU.down
ENSG00000151292	DTU.down
ENSG00000151320	DTU.down
ENSG00000151376	DTU.down
ENSG00000151461	DTU.down
ENSG00000151474	DTU.down
ENSG00000151490	DTU.down
ENSG00000151491	DTU.down
ENSG00000151532	DTU.down
ENSG00000151572	DTU.down
ENSG00000151640	DTU.down
ENSG00000151689	DTU.down
ENSG00000151690	DTU.down
ENSG00000151694	DTU.down
ENSG00000151746	DTU.down
ENSG00000151778	DTU.down
ENSG00000151883	DTU.down
ENSG00000152076	DTU.down
ENSG00000152092	DTU.down
ENSG00000152117	DTU.down
ENSG00000152217	DTU.down
ENSG00000152404	DTU.down
ENSG00000152495	DTU.down
ENSG00000152503	DTU.down
ENSG00000152582	DTU.down
ENSG00000152601	DTU.down
ENSG00000152767	DTU.down
ENSG00000152782	DTU.down
ENSG00000152818	DTU.down
ENSG00000152894	DTU.down
ENSG00000153071	DTU.down
ENSG00000153233	DTU.down
ENSG00000153291	DTU.down
ENSG00000153310	DTU.down
ENSG00000153487	DTU.down
ENSG00000153560	DTU.down
ENSG00000153815	DTU.down
ENSG00000153914	DTU.down
ENSG00000153944	DTU.down
ENSG00000153989	DTU.down
ENSG00000154040	DTU.down
ENSG00000154144	DTU.down
ENSG00000154162	DTU.down
ENSG00000154217	DTU.down
ENSG00000154380	DTU.down
ENSG00000154511	DTU.down
ENSG00000154556	DTU.down
ENSG00000154582	DTU.down
ENSG00000154654	DTU.down
ENSG00000154678	DTU.down
ENSG00000154832	DTU.down
ENSG00000154917	DTU.down
ENSG00000154930	DTU.down
ENSG00000155093	DTU.down
ENSG00000155256	DTU.down
ENSG00000155363	DTU.down
ENSG00000155508	DTU.down
ENSG00000155729	DTU.down
ENSG00000155755	DTU.down
ENSG00000155849	DTU.down
ENSG00000155974	DTU.down
ENSG00000155980	DTU.down
ENSG00000156011	DTU.down
ENSG00000156171	DTU.down
ENSG00000156256	DTU.down
ENSG00000156502	DTU.down
ENSG00000156504	DTU.down
ENSG00000156650	DTU.down
ENSG00000156689	DTU.down
ENSG00000156858	DTU.down
ENSG00000156931	DTU.down
ENSG00000156976	DTU.down
ENSG00000157168	DTU.down
ENSG00000157191	DTU.down
ENSG00000157216	DTU.down
ENSG00000157326	DTU.down
ENSG00000157404	DTU.down
ENSG00000157450	DTU.down
ENSG00000157470	DTU.down
ENSG00000157514	DTU.down
ENSG00000157593	DTU.down
ENSG00000157637	DTU.down
ENSG00000157654	DTU.down
ENSG00000157827	DTU.down
ENSG00000157869	DTU.down
ENSG00000157954	DTU.down
ENSG00000158019	DTU.down
ENSG00000158062	DTU.down
ENSG00000158158	DTU.down
ENSG00000158186	DTU.down
ENSG00000158234	DTU.down
ENSG00000158417	DTU.down
ENSG00000158545	DTU.down
ENSG00000158555	DTU.down
ENSG00000158560	DTU.down
ENSG00000158856	DTU.down
ENSG00000158863	DTU.down
ENSG00000158941	DTU.down
ENSG00000158985	DTU.down
ENSG00000159023	DTU.down
ENSG00000159082	DTU.down
ENSG00000159200	DTU.down
ENSG00000159579	DTU.down
ENSG00000159592	DTU.down
ENSG00000159842	DTU.down
ENSG00000159882	DTU.down
ENSG00000159885	DTU.down
ENSG00000160075	DTU.down
ENSG00000160191	DTU.down
ENSG00000160221	DTU.down
ENSG00000160233	DTU.down
ENSG00000160293	DTU.down
ENSG00000160299	DTU.down
ENSG00000160310	DTU.down
ENSG00000160360	DTU.down
ENSG00000160679	DTU.down
ENSG00000160741	DTU.down
ENSG00000160752	DTU.down
ENSG00000160753	DTU.down
ENSG00000160917	DTU.down
ENSG00000160972	DTU.down
ENSG00000161267	DTU.down
ENSG00000161298	DTU.down
ENSG00000161526	DTU.down
ENSG00000161533	DTU.down
ENSG00000161647	DTU.down
